arrival,duration,soc,diff_soc,diff_energymeter
54300.0,64.0,0.69,0.31,14626.0
33960.0,52.0,0.33,0.67,56624.0
43740.0,33.0,0.59,0.32,27400.0
35400.0,28.0,0.09,0.42,33796.0
69480.0,23.0,0.41,0.19,16488.0
33420.0,19.0,0.25,0.62,17554.0
50100.0,17.0,0.76,0.11,4746.0
13500.0,60.0,0.13,0.86,63580.0
37980.0,37.0,0.35,0.45,25636.0
33420.0,108.0,0.31,0.69,51154.0
48960.0,69.0,0.29,0.71,41508.0
45660.0,68.0,0.24,0.76,59838.0
42060.0,55.0,0.31,0.64,51646.0
28560.0,36.0,0.08,0.72,56674.0
50460.0,24.0,0.45,0.32,27380.0
26460.0,20.0,0.06,0.38,31304.0
46740.0,14.0,0.52,0.2,17486.0
33000.0,2.0,0.82,0.0,952.0
61800.0,76.0,0.37,0.63,27869.0
33180.0,58.0,0.49,0.51,38941.0
25200.0,34.0,0.2,0.46,25982.0
30180.0,34.0,0.77,0.23,13665.0
28560.0,27.0,0.25,0.24,19498.0
24240.0,7.0,0.13,0.08,4443.0
16800.0,47.0,0.32,0.56,17792.0
59700.0,30.0,0.42,0.27,23332.0
26460.0,27.0,0.33,0.41,27038.0
66420.0,16.0,0.43,0.31,9920.0
22080.0,14.0,0.42,0.09,8434.0
64440.0,5.0,0.42,0.03,2908.0
26940.0,68.0,0.09,0.91,71107.0
36780.0,39.0,0.5,0.4,18197.0
58380.0,21.0,0.04,0.48,37097.0
35820.0,47.0,0.42,0.58,52921.0
39300.0,37.0,0.47,0.33,34304.0
29040.0,33.0,0.84,0.16,15892.0
45720.0,20.0,0.24,0.17,18220.0
34440.0,18.0,0.33,0.32,21620.0
31080.0,1.0,0.33,0.01,472.0
31320.0,87.0,0.47,0.52,70592.0
44340.0,59.0,0.22,0.78,58490.0
25140.0,53.0,0.38,0.54,38544.0
48420.0,46.0,0.19,0.62,62282.0
12300.0,40.0,0.51,0.41,38992.0
39840.0,36.0,0.73,0.26,25997.0
60780.0,31.0,0.44,0.35,29168.0
40080.0,31.0,0.7,0.2,23040.0
65040.0,23.0,0.03,0.81,19568.0
46500.0,14.0,0.28,0.19,18864.0
38220.0,13.0,0.68,0.14,13520.0
45720.0,5.0,0.22,0.06,6032.0
60780.0,74.0,0.18,0.81,55316.0
27240.0,26.0,0.05,0.56,47592.0
25800.0,18.0,0.28,0.26,15584.0
51960.0,14.0,0.37,0.29,16256.0
66840.0,85.0,0.33,0.65,48800.0
29100.0,66.0,0.4,0.57,46368.0
35880.0,50.0,0.29,0.52,112448.0
28200.0,49.0,0.24,0.56,36464.0
56400.0,46.0,0.48,0.46,38064.0
73740.0,46.0,0.51,0.43,24272.0
45120.0,45.0,0.38,0.47,39184.0
18480.0,45.0,0.47,0.46,38384.0
66360.0,39.0,0.33,0.57,55584.0
80400.0,39.0,0.22,0.65,45360.0
58500.0,37.0,0.47,0.49,31712.0
33540.0,37.0,0.7,0.3,28672.0
41220.0,37.0,0.73,0.27,21392.0
19260.0,36.0,0.28,0.58,53680.0
83820.0,36.0,0.34,0.46,34576.0
4020.0,36.0,0.38,0.42,32320.0
62700.0,31.0,0.48,0.42,41200.0
47160.0,30.0,0.22,0.65,43632.0
50100.0,29.0,0.22,0.63,42400.0
49020.0,29.0,0.41,0.39,28400.0
53940.0,27.0,0.39,0.24,20960.0
64740.0,27.0,0.61,0.27,15616.0
1920.0,26.0,0.06,0.59,32416.0
40800.0,25.0,0.27,0.57,48272.0
63420.0,24.0,0.63,0.35,24176.0
37380.0,24.0,0.55,0.32,30560.0
27060.0,21.0,0.64,0.28,16640.0
39360.0,18.0,0.53,0.32,10304.0
45300.0,14.0,0.19,0.31,18560.0
15540.0,12.0,0.71,0.15,9168.0
55440.0,10.0,0.16,0.1,8640.0
61860.0,8.0,0.09,0.06,4752.0
63480.0,55.0,0.25,0.73,52016.0
74640.0,49.0,0.35,0.61,44904.0
40560.0,46.0,0.08,0.92,81904.0
63720.0,45.0,0.43,0.56,50912.0
12960.0,43.0,0.49,0.46,36480.0
55260.0,43.0,0.33,0.44,29008.0
35880.0,42.0,0.15,0.71,66112.0
37380.0,42.0,0.1,0.72,60424.0
29760.0,39.0,0.37,0.55,38320.0
49260.0,38.0,0.1,0.56,50272.0
20340.0,33.0,0.78,0.22,24216.0
4860.0,33.0,0.62,0.38,23064.0
61620.0,33.0,0.7,0.19,18816.0
48660.0,32.0,0.41,0.35,24928.0
29280.0,31.0,0.4,0.4,35080.0
57660.0,30.0,0.28,0.48,40288.0
50760.0,29.0,0.1,0.45,40352.0
19260.0,27.0,0.42,0.51,34768.0
18540.0,26.0,0.22,0.5,34984.0
76500.0,25.0,0.22,0.57,37552.0
44400.0,23.0,0.59,0.23,15232.0
69660.0,21.0,0.34,0.49,32856.0
38580.0,21.0,0.37,0.24,18256.0
75240.0,18.0,0.38,0.34,28720.0
73560.0,18.0,0.1,0.25,6896.0
33000.0,17.0,0.32,0.48,37520.0
67020.0,17.0,0.43,0.35,23488.0
46380.0,16.0,0.47,0.34,23856.0
56460.0,13.0,0.19,0.32,21696.0
1800.0,13.0,0.27,0.29,20608.0
53880.0,11.0,0.13,0.22,17472.0
40920.0,10.0,0.11,0.19,15040.0
60660.0,10.0,0.61,0.19,12056.0
28140.0,5.0,0.78,0.05,5080.0
28920.0,4.0,0.33,0.06,5984.0
49500.0,68.0,0.16,0.83,49160.0
74100.0,45.0,0.33,0.67,58640.0
59640.0,42.0,0.19,0.53,41040.0
66960.0,42.0,0.21,0.61,19496.0
42120.0,40.0,0.53,0.37,38960.0
83520.0,33.0,0.33,0.44,33248.0
31980.0,31.0,0.42,0.4,28864.0
47220.0,31.0,0.38,0.43,16232.0
24000.0,29.0,0.54,0.29,33032.0
36360.0,29.0,0.68,0.31,69064.0
40620.0,29.0,0.19,0.35,6528.0
69960.0,28.0,0.28,0.56,44960.0
13140.0,26.0,0.64,0.31,6160.0
82080.0,26.0,0.19,0.45,37080.0
63420.0,24.0,0.04,0.54,48672.0
28740.0,23.0,0.68,0.14,14264.0
56280.0,21.0,0.4,0.3,9648.0
27120.0,18.0,0.2,0.17,15328.0
32340.0,18.0,0.17,0.29,5584.0
39000.0,17.0,0.02,0.27,7832.0
70440.0,15.0,0.04,0.25,9536.0
25260.0,15.0,0.25,0.17,6744.0
23940.0,14.0,0.19,0.19,17168.0
36960.0,14.0,0.63,0.17,14088.0
7020.0,10.0,0.54,0.08,8000.0
50280.0,10.0,0.08,0.15,4168.0
59100.0,4.0,0.3,0.17,2912.0
31080.0,97.0,0.21,0.79,43216.0
50460.0,86.0,0.14,0.8,56176.0
44280.0,69.0,0.1,0.8,60752.0
27600.0,43.0,0.08,0.74,57888.0
12600.0,42.0,0.57,0.33,32448.0
57360.0,39.0,0.15,0.56,21936.0
61140.0,36.0,0.24,0.55,47776.0
41940.0,35.0,0.49,0.3,10272.0
70260.0,32.0,0.04,0.35,27712.0
82740.0,24.0,0.18,0.45,34112.0
24780.0,17.0,0.11,0.33,28032.0
26100.0,15.0,0.7,0.22,10016.0
72900.0,14.0,0.6,0.23,20032.0
50280.0,92.0,0.12,0.87,39458.0
43680.0,26.0,0.1,0.7,11790.0
26760.0,23.0,0.34,0.22,17683.0
40920.0,98.0,0.23,0.76,54396.0
38400.0,60.0,0.45,0.5,31832.0
28800.0,58.0,0.05,0.87,79032.0
76560.0,58.0,0.17,0.63,45484.0
34020.0,45.0,0.03,0.72,29464.0
49380.0,30.0,0.57,0.27,23592.0
54300.0,20.0,0.16,0.28,20684.0
71040.0,15.0,0.39,0.35,30024.0
58320.0,13.0,0.23,0.23,17240.0
78240.0,12.0,0.4,0.3,6020.0
49200.0,52.0,0.23,0.66,48324.0
40860.0,59.0,0.24,0.7,62332.0
53160.0,56.0,0.64,0.36,23700.0
20220.0,53.0,0.75,0.25,13700.0
38580.0,47.0,0.09,0.77,64796.0
28440.0,46.0,0.83,0.17,17028.0
47340.0,43.0,0.35,0.5,41612.0
66000.0,42.0,0.41,0.43,37096.0
35400.0,39.0,0.33,0.33,25288.0
49440.0,36.0,0.37,0.41,35284.0
31800.0,34.0,0.2,0.54,47360.0
29340.0,33.0,0.57,0.16,13200.0
55020.0,26.0,0.13,0.4,31152.0
72360.0,17.0,0.48,0.29,4296.0
74160.0,15.0,0.1,0.33,18912.0
81120.0,9.0,0.31,0.13,11352.0
36360.0,77.0,0.5,0.48,33808.0
59340.0,66.0,0.44,0.56,33488.0
41820.0,53.0,0.49,0.41,31840.0
62820.0,49.0,0.14,0.47,39184.0
45300.0,40.0,0.4,0.5,46616.0
47160.0,40.0,0.11,0.57,33864.0
17100.0,38.0,0.77,0.19,12016.0
51300.0,37.0,0.15,0.64,53464.0
69480.0,37.0,0.1,0.74,20368.0
50220.0,34.0,0.4,0.33,11024.0
36840.0,31.0,0.26,0.68,20624.0
55800.0,26.0,0.48,0.31,22144.0
79440.0,26.0,0.23,0.51,15648.0
77220.0,26.0,0.3,0.65,13152.0
58800.0,24.0,0.12,0.28,8384.0
70260.0,23.0,0.61,0.18,16576.0
26340.0,22.0,0.34,0.24,19896.0
82860.0,18.0,0.72,0.13,12296.0
54360.0,18.0,0.58,0.36,11608.0
48060.0,17.0,0.48,0.15,15632.0
68460.0,14.0,0.15,0.29,31960.0
29400.0,14.0,0.37,0.07,8200.0
29340.0,14.0,0.6,0.09,2688.0
61440.0,10.0,0.11,0.04,4072.0
6960.0,7.0,0.19,0.12,8736.0
27180.0,101.0,0.05,0.95,50528.0
39900.0,97.0,0.39,0.61,26256.0
55860.0,86.0,0.2,0.75,33088.0
34320.0,82.0,0.35,0.62,48144.0
39720.0,66.0,0.37,0.63,46096.0
61260.0,60.0,0.22,0.78,65160.0
67860.0,59.0,0.1,0.9,54712.0
48960.0,56.0,0.2,0.66,57136.0
45300.0,56.0,0.59,0.36,33096.0
77100.0,52.0,0.25,0.6,46848.0
62580.0,40.0,0.5,0.38,21424.0
80640.0,39.0,0.08,0.72,60976.0
14940.0,35.0,0.4,0.43,36984.0
600.0,34.0,0.48,0.35,33048.0
20400.0,34.0,0.55,0.34,30320.0
1020.0,33.0,0.48,0.26,23944.0
18060.0,33.0,0.21,0.47,45752.0
48180.0,30.0,0.44,0.39,36272.0
35700.0,30.0,0.33,0.36,24376.0
65160.0,30.0,0.82,0.18,7024.0
60900.0,26.0,0.1,0.44,12896.0
18540.0,26.0,0.23,0.31,9336.0
51000.0,24.0,0.48,0.35,23520.0
32100.0,21.0,0.26,0.27,9872.0
38040.0,20.0,0.29,0.27,23512.0
71400.0,16.0,0.69,0.13,11408.0
26100.0,15.0,0.31,0.26,21112.0
68040.0,15.0,0.09,0.14,11344.0
59760.0,13.0,0.13,0.18,20560.0
76920.0,2.0,0.25,0.0,336.0
54780.0,1.0,0.89,0.01,1184.0
54600.0,1.0,0.89,0.01,648.0
58500.0,48.0,0.21,0.62,38104.0
37920.0,34.0,0.41,0.51,52279.0
50760.0,81.0,0.23,0.77,66832.0
60840.0,64.0,0.31,0.58,57756.0
59220.0,59.0,0.28,0.62,49184.0
33960.0,56.0,0.26,0.62,50816.0
24900.0,49.0,0.1,0.76,18336.0
26640.0,42.0,0.17,0.53,42776.0
66660.0,37.0,0.16,0.57,44984.0
20520.0,26.0,0.13,0.49,41888.0
48840.0,26.0,0.33,0.24,21104.0
37680.0,23.0,0.16,0.27,4776.0
36180.0,23.0,0.2,0.26,19816.0
68340.0,20.0,0.25,0.22,18460.0
29340.0,20.0,0.1,0.63,24616.0
28260.0,17.0,0.1,0.36,17684.0
51180.0,16.0,0.45,0.25,17292.0
77040.0,15.0,0.55,0.25,20688.0
1920.0,14.0,0.49,0.15,8708.0
69960.0,12.0,0.21,0.05,4424.0
55440.0,10.0,0.49,0.13,9068.0
42540.0,10.0,0.11,0.15,13984.0
63600.0,47.0,0.17,0.4,10302.0
38880.0,62.0,0.45,0.55,46288.0
38100.0,45.0,0.35,0.45,37060.0
51960.0,42.0,0.26,0.45,33272.0
66600.0,37.0,0.1,0.8,32208.0
45720.0,36.0,0.65,0.2,14688.0
61680.0,31.0,0.33,0.66,13440.0
78960.0,30.0,0.5,0.48,10324.0
59700.0,26.0,0.17,0.59,50024.0
32460.0,26.0,0.62,0.27,21056.0
46560.0,22.0,0.75,0.2,12888.0
54840.0,22.0,0.08,0.4,11760.0
24120.0,20.0,0.76,0.15,10456.0
49920.0,14.0,0.36,0.19,18472.0
44280.0,10.0,0.48,0.29,9072.0
57240.0,2.0,0.3,0.03,2256.0
36600.0,73.0,0.17,0.83,64512.0
66540.0,56.0,0.27,0.73,37904.0
55140.0,46.0,0.37,0.53,44256.0
15060.0,43.0,0.41,0.39,28160.0
62760.0,31.0,0.04,0.57,47424.0
59280.0,31.0,0.45,0.43,35840.0
53340.0,21.0,0.37,0.19,15648.0
65760.0,17.0,0.12,0.39,29008.0
41160.0,13.0,0.11,0.26,21296.0
69960.0,11.0,0.22,0.2,16992.0
28320.0,56.0,0.05,0.94,37680.0
48960.0,56.0,0.57,0.43,42848.0
38820.0,47.0,0.48,0.42,17864.0
54840.0,46.0,0.24,0.51,37672.0
48420.0,43.0,0.27,0.53,42768.0
55260.0,39.0,0.3,0.48,20140.0
70380.0,36.0,0.72,0.22,22572.0
51840.0,34.0,0.58,0.32,27036.0
63780.0,24.0,0.02,0.41,27236.0
60360.0,21.0,0.2,0.35,25244.0
68820.0,21.0,0.65,0.13,4048.0
64140.0,15.0,0.23,0.22,16420.0
3840.0,52.0,0.54,0.45,25184.0
32340.0,47.0,0.24,0.66,53904.0
56040.0,47.0,0.26,0.53,37456.0
59400.0,46.0,0.13,0.71,54528.0
43260.0,42.0,0.53,0.31,31632.0
50700.0,42.0,0.5,0.4,33952.0
76800.0,42.0,0.22,0.58,33056.0
56640.0,39.0,0.61,0.3,13872.0
47940.0,39.0,0.4,0.6,12096.0
34980.0,38.0,0.52,0.23,18592.0
20280.0,36.0,0.08,0.76,59680.0
38400.0,33.0,0.14,0.4,31488.0
62580.0,29.0,0.12,0.65,54944.0
25020.0,28.0,0.52,0.25,19856.0
59100.0,20.0,0.55,0.19,17328.0
54420.0,20.0,0.39,0.18,14944.0
32580.0,18.0,0.37,0.24,13008.0
60420.0,17.0,0.4,0.4,34224.0
40680.0,17.0,0.65,0.11,11248.0
40200.0,16.0,0.53,0.11,9760.0
54300.0,14.0,0.63,0.21,7376.0
32220.0,1.0,0.37,0.0,544.0
64680.0,56.0,0.61,0.39,33832.0
51960.0,17.0,0.22,0.41,27046.0
68340.0,53.0,0.17,0.83,37860.0
61440.0,52.0,0.08,0.77,30918.0
53760.0,36.0,0.47,0.38,32172.0
46380.0,32.0,0.02,0.98,11442.0
57480.0,11.0,0.71,0.05,3942.0
81300.0,82.0,0.19,0.78,56254.0
29040.0,59.0,0.41,0.52,36944.0
43860.0,47.0,0.23,0.68,54512.0
63420.0,47.0,0.15,0.69,56608.0
33000.0,42.0,0.21,0.59,44084.0
81720.0,42.0,0.27,0.61,35404.0
70740.0,34.0,0.29,0.51,40004.0
57000.0,25.0,0.41,0.29,17232.0
67560.0,19.0,0.49,0.2,10932.0
48600.0,17.0,0.24,0.66,9640.0
44700.0,15.0,0.34,0.22,11536.0
43500.0,14.0,0.33,0.18,15740.0
72180.0,11.0,0.33,0.15,4808.0
66660.0,9.0,0.51,0.33,5472.0
51900.0,94.0,0.1,0.88,65790.0
58800.0,34.0,0.17,0.62,54829.0
60300.0,30.0,0.12,0.54,30552.0
41400.0,30.0,0.08,0.4,29461.0
60780.0,135.0,0.07,0.93,42060.0
25320.0,92.0,0.13,0.87,40568.0
34020.0,90.0,0.18,0.82,37532.0
19740.0,68.0,0.43,0.51,23208.0
56580.0,52.0,0.16,0.72,50836.0
44940.0,52.0,0.27,0.53,49300.0
35160.0,52.0,0.15,0.81,35404.0
45720.0,46.0,0.31,0.48,15692.0
48420.0,43.0,0.05,0.61,24464.0
53940.0,34.0,0.12,0.67,54852.0
24840.0,34.0,0.19,0.55,45624.0
52020.0,30.0,0.3,0.5,31640.0
40560.0,26.0,0.1,0.55,45504.0
75660.0,23.0,0.15,0.45,40972.0
31320.0,23.0,0.7,0.13,6272.0
33720.0,23.0,0.26,0.37,16932.0
44220.0,16.0,0.12,0.34,8172.0
53700.0,2.0,0.08,0.04,2900.0
67260.0,74.0,0.13,0.78,43008.0
33900.0,68.0,0.1,0.89,62712.0
35040.0,65.0,0.27,0.61,49784.0
22440.0,42.0,0.68,0.22,11184.0
76020.0,39.0,0.2,0.57,46244.0
55860.0,39.0,0.18,0.72,22576.0
60840.0,38.0,0.5,0.4,31472.0
48060.0,29.0,0.1,0.7,24424.0
44520.0,27.0,0.18,0.42,29740.0
53160.0,27.0,0.31,0.24,18152.0
32160.0,20.0,0.56,0.41,7512.0
24540.0,17.0,0.13,0.32,25272.0
66000.0,11.0,0.13,0.21,18288.0
59760.0,11.0,0.28,0.23,17900.0
41520.0,10.0,0.52,0.09,7300.0
41400.0,9.0,0.62,0.15,5224.0
49020.0,55.0,0.05,0.83,34350.0
32820.0,42.0,0.22,0.61,57713.0
61620.0,24.0,0.19,0.34,20522.0
47160.0,94.0,0.54,0.45,34880.0
42180.0,69.0,0.12,0.68,29556.0
32040.0,39.0,0.61,0.33,28816.0
78900.0,14.0,0.12,0.26,21788.0
38280.0,63.0,0.35,0.4,25974.0
47160.0,28.0,0.5,0.45,19436.0
65160.0,27.0,0.38,0.36,15290.0
42360.0,23.0,0.55,0.31,13714.0
45780.0,7.0,0.05,0.15,10332.0
30420.0,63.0,0.24,0.76,58644.0
64260.0,60.0,0.76,0.24,17888.0
53220.0,52.0,0.08,0.7,55248.0
49380.0,47.0,0.24,0.67,45612.0
27240.0,39.0,0.41,0.42,29724.0
40080.0,39.0,0.35,0.52,23420.0
57360.0,33.0,0.13,0.65,50628.0
61020.0,33.0,0.02,0.69,21556.0
62100.0,31.0,0.47,0.29,21524.0
36720.0,24.0,0.24,0.42,38528.0
22020.0,21.0,0.09,0.28,13200.0
38280.0,20.0,0.03,0.31,8492.0
71040.0,11.0,0.7,0.06,2192.0
55560.0,5.0,0.2,0.16,2780.0
58020.0,68.0,0.24,0.56,44400.0
64440.0,49.0,0.24,0.6,50720.0
43440.0,36.0,0.08,0.69,56472.0
40080.0,21.0,0.38,0.22,20360.0
32100.0,9.0,0.32,0.13,10024.0
59460.0,101.0,0.28,0.72,53461.0
38160.0,43.0,0.24,0.56,33131.0
38760.0,58.0,0.67,0.33,32100.0
6480.0,39.0,0.61,0.29,26328.0
31080.0,37.0,0.23,0.56,48536.0
52860.0,36.0,0.35,0.3,10640.0
58320.0,29.0,0.24,0.46,41624.0
30600.0,5.0,0.12,0.11,7968.0
27840.0,61.0,0.14,0.73,65400.0
73080.0,56.0,0.26,0.74,68048.0
67080.0,47.0,0.5,0.5,48152.0
23880.0,43.0,0.02,0.98,11280.0
19680.0,36.0,0.2,0.62,49432.0
39960.0,29.0,0.06,0.4,12104.0
56700.0,20.0,0.08,0.42,38296.0
32760.0,17.0,0.35,0.25,20368.0
42900.0,14.0,0.46,0.24,19056.0
58680.0,11.0,0.13,0.41,35576.0
51000.0,8.0,0.48,0.1,9800.0
61620.0,8.0,0.21,0.19,22912.0
41340.0,46.0,0.39,0.39,17665.0
50820.0,12.0,0.61,0.17,7460.0
69240.0,43.0,0.22,0.56,53961.0
56100.0,34.0,0.18,0.64,53024.0
68040.0,15.0,0.11,0.6,51117.0
51720.0,55.0,0.35,0.65,54616.0
26520.0,45.0,0.47,0.49,41368.0
43140.0,42.0,0.26,0.7,61432.0
36360.0,39.0,0.18,0.67,35624.0
51300.0,24.0,0.53,0.4,27480.0
46080.0,21.0,0.23,0.42,35344.0
60180.0,21.0,0.24,0.47,34900.0
35100.0,15.0,0.37,0.33,37392.0
45480.0,13.0,0.28,0.3,25108.0
50160.0,10.0,0.3,0.23,15856.0
42840.0,79.0,0.63,0.34,26648.0
20940.0,31.0,0.06,0.61,47160.0
48060.0,29.0,0.46,0.28,18504.0
34560.0,15.0,0.13,0.18,16228.0
61320.0,88.0,0.4,0.6,42340.0
61140.0,60.0,0.8,0.19,19760.0
72360.0,43.0,0.02,0.98,12212.0
32880.0,36.0,0.3,0.6,50644.0
43020.0,36.0,0.4,0.59,40240.0
26460.0,21.0,0.19,0.19,15304.0
39060.0,89.0,0.24,0.74,34248.0
56700.0,55.0,0.35,0.49,22104.0
44700.0,52.0,0.2,0.67,33816.0
67680.0,47.0,0.26,0.6,52796.0
66060.0,45.0,0.14,0.53,50556.0
22260.0,45.0,0.23,0.61,48280.0
70380.0,40.0,0.24,0.55,48244.0
40860.0,37.0,0.44,0.32,26584.0
29280.0,36.0,0.26,0.54,42896.0
43500.0,35.0,0.57,0.31,29092.0
20400.0,34.0,0.33,0.36,12444.0
38700.0,28.0,0.62,0.34,13972.0
60540.0,21.0,0.23,0.42,36176.0
30540.0,17.0,0.67,0.14,11896.0
24900.0,10.0,0.43,0.07,5700.0
26520.0,54.0,0.24,0.76,73256.0
37560.0,47.0,0.04,0.96,80888.0
8880.0,46.0,0.47,0.53,52288.0
41700.0,36.0,0.04,0.86,66352.0
56340.0,33.0,0.24,0.71,46512.0
65100.0,33.0,0.19,0.58,32600.0
81420.0,31.0,0.21,0.62,59216.0
48000.0,30.0,0.13,0.69,60616.0
43680.0,11.0,0.22,0.19,15824.0
55200.0,84.0,0.12,0.88,37334.0
29040.0,47.0,0.75,0.25,23735.0
44280.0,38.0,0.49,0.31,26805.0
37740.0,37.0,0.24,0.35,15878.0
41880.0,27.0,0.82,0.08,5661.0
55980.0,26.0,0.38,0.49,15566.0
47700.0,19.0,0.3,0.31,9908.0
68280.0,30.0,0.81,0.19,16496.0
46020.0,23.0,0.28,0.54,39760.0
42780.0,18.0,0.24,0.26,10112.0
35100.0,10.0,0.29,0.29,23224.0
74340.0,46.0,0.12,0.68,43872.0
38460.0,39.0,0.15,0.74,72308.0
39840.0,38.0,0.17,0.77,70492.0
52380.0,37.0,0.26,0.74,37120.0
73440.0,29.0,0.25,0.47,37864.0
49860.0,29.0,0.11,0.74,28976.0
47160.0,17.0,0.25,0.24,18732.0
45180.0,78.0,0.22,0.78,41048.0
20820.0,37.0,0.3,0.5,26544.0
63900.0,36.0,0.32,0.48,25452.0
27720.0,18.0,0.16,0.33,26724.0
33960.0,14.0,0.36,0.21,8418.0
37860.0,52.0,0.39,0.55,27852.0
22380.0,49.0,0.46,0.49,37464.0
51780.0,46.0,0.46,0.51,36920.0
59460.0,45.0,0.02,0.88,46540.0
55020.0,31.0,0.74,0.23,20892.0
65940.0,29.0,0.53,0.44,18028.0
22860.0,27.0,0.25,0.55,40356.0
45780.0,26.0,0.05,0.65,54252.0
33660.0,26.0,0.39,0.32,19536.0
34200.0,20.0,0.23,0.5,34776.0
55740.0,15.0,0.34,0.35,24204.0
44940.0,49.0,0.14,0.79,29732.0
57720.0,46.0,0.36,0.42,31356.0
39060.0,22.0,0.78,0.22,9132.0
47940.0,15.0,0.15,0.33,9764.0
26400.0,11.0,0.25,0.15,12376.0
45300.0,53.0,0.54,0.34,25336.0
29400.0,50.0,0.23,0.71,58456.0
30900.0,34.0,0.18,0.67,54784.0
56340.0,26.0,0.26,0.61,52392.0
54840.0,26.0,0.14,0.47,43088.0
53700.0,22.0,0.56,0.31,25424.0
24720.0,17.0,0.08,0.52,40168.0
35460.0,10.0,0.36,0.09,7656.0
64380.0,8.0,0.03,0.16,11728.0
30240.0,90.0,0.44,0.55,40248.0
40920.0,62.0,0.26,0.7,46416.0
12840.0,58.0,0.34,0.64,41112.0
40560.0,45.0,0.57,0.43,28632.0
69600.0,45.0,0.58,0.32,18056.0
46740.0,43.0,0.08,0.53,22048.0
28020.0,39.0,0.21,0.59,31112.0
56100.0,37.0,0.34,0.56,35680.0
75420.0,34.0,0.62,0.19,11376.0
49620.0,32.0,0.19,0.53,21880.0
7500.0,31.0,0.51,0.36,24072.0
45660.0,31.0,0.64,0.21,10568.0
13800.0,24.0,0.48,0.17,10456.0
49440.0,22.0,0.58,0.36,11912.0
26220.0,21.0,0.37,0.35,20600.0
47640.0,20.0,0.37,0.26,16752.0
52140.0,15.0,0.18,0.21,15384.0
38520.0,79.0,0.09,0.9,70464.0
63840.0,56.0,0.09,0.8,47424.0
17820.0,49.0,0.13,0.87,25664.0
76320.0,44.0,0.51,0.4,34944.0
40500.0,37.0,0.38,0.45,37888.0
75780.0,34.0,0.41,0.48,39616.0
56400.0,33.0,0.35,0.55,45568.0
28080.0,31.0,0.66,0.27,25472.0
22500.0,30.0,0.31,0.47,26944.0
35400.0,27.0,0.5,0.3,25280.0
54000.0,21.0,0.67,0.24,19776.0
72540.0,20.0,0.72,0.23,9792.0
56160.0,18.0,0.59,0.14,14320.0
53580.0,15.0,0.45,0.18,16192.0
15720.0,4.0,0.64,0.01,1520.0
32160.0,90.0,0.5,0.5,34244.0
47760.0,71.0,0.34,0.59,40551.0
37740.0,57.0,0.23,0.77,24788.0
27840.0,21.0,0.35,0.23,12859.0
47400.0,4.0,0.43,0.1,2997.0
31380.0,84.0,0.58,0.41,18668.0
35220.0,63.0,0.2,0.71,55472.0
48120.0,57.0,0.28,0.62,50332.0
62220.0,54.0,0.32,0.68,22712.0
53520.0,47.0,0.39,0.41,49424.0
52620.0,39.0,0.42,0.43,38340.0
49380.0,21.0,0.72,0.17,15624.0
76440.0,87.0,0.3,0.7,51096.0
21960.0,50.0,0.62,0.35,32760.0
44460.0,39.0,0.07,0.71,57832.0
53100.0,34.0,0.26,0.54,43184.0
34380.0,29.0,0.6,0.19,18836.0
66780.0,23.0,0.09,0.58,40772.0
47640.0,23.0,0.63,0.16,15740.0
19740.0,21.0,0.12,0.35,28624.0
7380.0,21.0,0.47,0.25,22976.0
40440.0,15.0,0.29,0.29,23372.0
66120.0,11.0,0.58,0.13,11532.0
27300.0,121.0,0.11,0.87,28136.0
46080.0,69.0,0.19,0.81,63488.0
37680.0,61.0,0.1,0.8,82352.0
59700.0,57.0,0.12,0.75,61596.0
30780.0,49.0,0.51,0.39,19996.0
18780.0,45.0,0.3,0.44,23248.0
33900.0,37.0,0.39,0.41,25880.0
60600.0,37.0,0.04,0.81,24320.0
54660.0,34.0,0.1,0.6,37232.0
58200.0,33.0,0.19,0.5,42336.0
43560.0,31.0,0.1,0.42,47144.0
74040.0,27.0,0.18,0.43,31848.0
77160.0,27.0,0.55,0.19,16832.0
39180.0,26.0,0.24,0.39,26756.0
73500.0,23.0,0.29,0.15,17164.0
49380.0,23.0,0.24,0.42,7832.0
47160.0,22.0,0.1,0.61,21752.0
21960.0,18.0,0.2,0.26,20752.0
41160.0,16.0,0.22,0.23,20684.0
42360.0,15.0,0.45,0.26,25136.0
36540.0,13.0,0.38,0.15,8088.0
53040.0,4.0,0.76,0.02,1412.0
59760.0,82.0,0.24,0.75,65328.0
36300.0,49.0,0.36,0.56,47984.0
42120.0,42.0,0.3,0.7,61416.0
50580.0,39.0,0.08,0.72,53392.0
54240.0,34.0,0.24,0.56,45768.0
47280.0,1.0,0.73,0.01,1256.0
55500.0,30.0,0.34,0.46,26170.0
41100.0,14.0,0.3,0.43,31722.0
39360.0,33.0,0.17,0.6,33805.0
53340.0,68.0,0.04,0.84,71392.0
49320.0,44.0,0.15,0.71,58140.0
38820.0,30.0,0.17,0.58,50168.0
78780.0,23.0,0.14,0.41,35768.0
43560.0,21.0,0.42,0.22,13580.0
66480.0,20.0,0.15,0.3,25368.0
39840.0,66.0,0.65,0.35,14668.0
58860.0,60.0,0.06,0.79,32024.0
51000.0,56.0,0.13,0.72,48664.0
42120.0,29.0,0.55,0.24,11040.0
59160.0,27.0,0.08,0.19,12868.0
25440.0,8.0,0.7,0.1,3308.0
