arrival,duration,soc,diff_soc,diff_energymeter
42720.0,14.0,0.22,0.17,15296.0
34320.0,14.0,0.37,0.13,8480.0
35880.0,13.0,0.44,0.14,8064.0
42180.0,11.0,0.08,0.27,21344.0
79260.0,8.0,0.21,0.21,16784.0
26640.0,8.0,0.27,0.13,6480.0
35340.0,7.0,0.5,0.1,10000.0
72000.0,4.0,0.06,0.11,7424.0
43980.0,52.0,0.06,0.72,31680.0
29580.0,50.0,0.33,0.56,33560.0
21120.0,44.0,0.33,0.62,45280.0
63240.0,34.0,0.15,0.57,52968.0
37380.0,34.0,0.36,0.48,40268.0
51720.0,30.0,0.1,0.52,18828.0
59100.0,27.0,0.12,0.56,39568.0
70200.0,27.0,0.16,0.48,27356.0
27480.0,25.0,0.14,0.46,25728.0
24420.0,25.0,0.09,0.2,18136.0
42000.0,24.0,0.22,0.3,21992.0
42540.0,21.0,0.24,0.45,39952.0
57720.0,20.0,0.15,0.42,34096.0
41160.0,18.0,0.34,0.35,15264.0
47580.0,18.0,0.61,0.2,14904.0
33420.0,17.0,0.24,0.37,16264.0
25500.0,16.0,0.34,0.2,16096.0
61680.0,15.0,0.38,0.21,11744.0
55800.0,11.0,0.11,0.09,7584.0
48000.0,11.0,0.28,0.21,6576.0
68100.0,10.0,0.26,0.24,19808.0
22200.0,10.0,0.02,0.18,11784.0
28500.0,10.0,0.49,0.33,9832.0
83400.0,9.0,0.12,0.23,14920.0
57480.0,8.0,0.12,0.14,6264.0
80040.0,7.0,0.04,0.24,13416.0
66240.0,2.0,0.18,0.12,9348.0
20400.0,46.0,0.66,0.31,30943.0
55560.0,88.0,0.45,0.54,37020.0
1680.0,60.0,0.22,0.78,60016.0
19140.0,37.0,0.22,0.53,45338.0
62460.0,23.0,0.42,0.34,29444.0
46920.0,24.0,0.51,0.15,11880.0
61080.0,14.0,0.12,0.25,23210.0
28020.0,48.0,0.19,0.61,50044.0
48660.0,47.0,0.38,0.59,64504.0
53520.0,34.0,0.33,0.48,40520.0
41460.0,30.0,0.32,0.47,38808.0
50760.0,29.0,0.43,0.38,33984.0
24120.0,26.0,0.22,0.3,25700.0
45360.0,24.0,0.21,0.44,32542.0
43980.0,17.0,0.44,0.15,13688.0
38880.0,12.0,0.12,0.28,22422.0
61800.0,36.0,0.51,0.33,32346.0
75360.0,15.0,0.73,0.04,5564.0
39480.0,82.0,0.14,0.81,56609.0
36660.0,37.0,0.32,0.52,20460.0
68280.0,68.0,0.09,0.91,72805.0
55200.0,16.0,0.5,0.24,11091.0
57720.0,14.0,0.23,0.16,12832.0
37500.0,9.0,0.61,0.1,11147.0
37320.0,1.0,0.61,0.0,338.0
34920.0,46.0,0.25,0.67,56389.0
34260.0,108.0,0.17,0.82,44356.0
52140.0,90.0,0.61,0.39,40684.0
64020.0,37.0,0.36,0.53,42690.0
36900.0,29.0,0.23,0.5,34348.0
49800.0,26.0,0.57,0.23,22472.0
74820.0,14.0,0.09,0.28,24382.0
47460.0,84.0,0.42,0.58,24628.0
62160.0,74.0,0.1,0.9,53700.0
21480.0,72.0,0.2,0.8,76224.0
73560.0,65.0,0.15,0.81,46420.0
41700.0,49.0,0.25,0.67,52576.0
48660.0,47.0,0.47,0.49,15504.0
33420.0,39.0,0.13,0.66,55056.0
41580.0,34.0,0.34,0.46,38248.0
58380.0,23.0,0.04,0.53,28088.0
38160.0,21.0,0.19,0.34,31972.0
56580.0,15.0,0.2,0.31,25776.0
69960.0,15.0,0.25,0.2,8824.0
55020.0,13.0,0.2,0.49,13896.0
27600.0,10.0,0.59,0.12,9756.0
27240.0,5.0,0.56,0.03,4024.0
39660.0,4.0,0.05,0.21,17064.0
41820.0,164.0,0.04,0.93,80108.0
63900.0,114.0,0.17,0.83,15344.0
56640.0,66.0,0.24,0.73,28700.0
42600.0,50.0,0.16,0.74,62012.0
63780.0,46.0,0.2,0.6,34736.0
55380.0,43.0,0.11,0.69,41160.0
22380.0,39.0,0.19,0.71,63396.0
60360.0,21.0,0.11,0.31,25932.0
50700.0,5.0,0.17,0.05,1932.0
26700.0,36.0,0.39,0.43,35287.0
48000.0,20.0,0.16,0.47,38356.0
76800.0,104.0,0.22,0.78,33808.0
6720.0,72.0,0.08,0.92,70064.0
41640.0,56.0,0.25,0.64,53424.0
59040.0,55.0,0.27,0.65,37008.0
41040.0,40.0,0.18,0.57,47012.0
70200.0,33.0,0.14,0.62,53312.0
49080.0,26.0,0.27,0.35,16056.0
44280.0,24.0,0.44,0.25,10972.0
76620.0,23.0,0.26,0.23,11084.0
47220.0,21.0,0.41,0.21,18616.0
67380.0,20.0,0.24,0.27,27744.0
53940.0,15.0,0.39,0.23,10548.0
46500.0,14.0,0.59,0.14,5668.0
63900.0,10.0,0.28,0.1,9588.0
55080.0,5.0,0.59,0.04,2152.0
65880.0,65.0,0.38,0.6,65844.0
68400.0,63.0,0.29,0.48,35073.0
61020.0,58.0,0.39,0.61,44943.0
55380.0,52.0,0.28,0.35,25580.0
80640.0,43.0,0.39,0.41,45747.0
42360.0,31.0,0.12,0.68,26297.0
11220.0,8.0,0.49,0.01,2070.0
62100.0,49.0,0.15,0.79,64743.0
54180.0,37.0,0.09,0.75,41481.0
35100.0,30.0,0.3,0.45,31109.0
60120.0,53.0,0.32,0.65,40692.0
59280.0,42.0,0.24,0.76,51760.0
59760.0,4.0,0.26,0.06,3657.0
65700.0,62.0,0.35,0.62,37010.0
41940.0,59.0,0.42,0.58,43968.0
54360.0,42.0,0.12,0.75,57686.0
36900.0,14.0,0.23,0.17,9186.0
65100.0,42.0,0.38,0.4,29106.0
44520.0,30.0,0.41,0.52,47797.0
46740.0,42.0,0.12,0.68,35066.0
52500.0,13.0,0.1,0.33,22764.0
41100.0,18.0,0.21,0.53,29188.0
56220.0,35.0,0.16,0.62,32994.0
57480.0,14.0,0.39,0.21,15564.0
33120.0,44.0,0.65,0.29,13029.0
57840.0,55.0,0.19,0.69,31646.0
84420.0,45.0,0.76,0.24,22200.0
54180.0,21.0,0.15,0.35,23570.0
33600.0,7.0,0.94,0.04,1150.0
60180.0,18.0,0.2,0.44,13108.0
49080.0,76.0,0.08,0.88,67668.0
64200.0,43.0,0.14,0.71,54460.0
66540.0,20.0,0.54,0.22,20050.0
27480.0,12.0,0.69,0.17,5892.0
39900.0,84.0,0.49,0.43,19207.0
56700.0,78.0,0.75,0.25,12232.0
62400.0,11.0,0.28,0.23,19740.0
55860.0,18.0,0.02,0.74,17785.0
40080.0,10.0,0.74,0.06,6764.0
37020.0,46.0,0.37,0.44,32460.0
32880.0,23.0,0.33,0.24,12831.0
61440.0,11.0,0.05,0.16,13192.0
66000.0,10.0,0.19,0.11,9804.0
24240.0,2.0,0.1,0.02,2248.0
42900.0,60.0,0.33,0.67,21831.0
35220.0,47.0,0.29,0.69,22277.0
47940.0,45.0,0.39,0.54,26569.0
25560.0,42.0,0.49,0.42,37572.0
56160.0,42.0,0.75,0.24,8030.0
48480.0,36.0,0.16,0.58,22940.0
62160.0,29.0,0.2,0.51,42750.0
63780.0,15.0,0.33,0.17,13911.0
44220.0,10.0,0.11,0.2,13912.0
20460.0,31.0,0.38,0.52,44032.0
24420.0,31.0,0.12,0.68,53966.0
51180.0,20.0,0.23,0.23,18064.0
26940.0,20.0,0.14,0.51,20396.0
67620.0,11.0,0.02,0.17,5906.0
60480.0,35.0,0.15,0.65,51167.0
39900.0,30.0,0.21,0.47,28422.0
57300.0,26.0,0.22,0.63,59228.0
53580.0,18.0,0.19,0.41,35810.0
28620.0,17.0,0.49,0.3,27430.0
22920.0,15.0,0.36,0.2,16668.0
54180.0,14.0,0.06,0.26,10926.0
28020.0,13.0,0.39,0.23,7254.0
53280.0,49.0,0.22,0.78,60688.0
50400.0,39.0,0.39,0.57,18629.0
69840.0,20.0,0.5,0.5,10548.0
39180.0,91.0,0.18,0.82,56944.0
35760.0,62.0,0.45,0.46,33760.0
64860.0,60.0,0.09,0.72,22712.0
28380.0,50.0,0.3,0.6,44180.0
59940.0,47.0,0.26,0.74,23408.0
26760.0,46.0,0.34,0.66,21596.0
10500.0,42.0,0.55,0.45,40668.0
55200.0,39.0,0.48,0.52,17048.0
36420.0,37.0,0.14,0.66,56648.0
55860.0,31.0,0.34,0.46,38484.0
40260.0,27.0,0.38,0.37,31908.0
43560.0,15.0,0.73,0.15,13156.0
20340.0,6.0,0.85,0.01,2252.0
24420.0,4.0,0.8,0.01,1596.0
38940.0,14.0,0.56,0.13,5446.0
48480.0,13.0,0.56,0.12,9327.0
64260.0,59.0,0.52,0.47,42568.0
57420.0,55.0,0.29,0.71,65740.0
46560.0,42.0,0.48,0.33,26224.0
42240.0,40.0,0.25,0.61,47928.0
39540.0,36.0,0.39,0.49,40288.0
55920.0,34.0,0.59,0.41,14572.0
27420.0,31.0,0.5,0.46,15572.0
76260.0,29.0,0.18,0.62,51008.0
8700.0,27.0,0.03,0.52,45728.0
55680.0,24.0,0.31,0.49,43344.0
80340.0,10.0,0.05,0.26,24376.0
61140.0,8.0,0.37,0.13,4212.0
51120.0,20.0,0.15,0.46,40373.0
76080.0,40.0,0.04,0.76,58332.0
63600.0,11.0,0.03,0.27,3091.0
37320.0,43.0,0.29,0.52,22530.0
47100.0,39.0,0.76,0.15,7722.0
43080.0,27.0,0.24,0.46,37324.0
52560.0,27.0,0.4,0.4,31834.0
56340.0,26.0,0.11,0.89,10242.0
24360.0,13.0,0.35,0.11,8100.0
62040.0,11.0,0.2,0.27,21804.0
73140.0,10.0,0.46,0.1,9684.0
64260.0,21.0,0.18,0.54,36641.0
27120.0,20.0,0.49,0.22,16478.0
22740.0,8.0,0.85,0.03,2675.0
29520.0,68.0,0.51,0.49,38440.0
48360.0,46.0,0.28,0.6,50108.0
49920.0,31.0,0.38,0.62,54740.0
45420.0,28.0,0.25,0.47,42620.0
20040.0,15.0,0.3,0.15,9740.0
62220.0,44.0,0.31,0.56,46456.0
58860.0,39.0,0.46,0.41,33452.0
52620.0,37.0,0.27,0.54,46692.0
56100.0,37.0,0.08,0.46,19248.0
21360.0,34.0,0.14,0.59,42772.0
32400.0,33.0,0.2,0.62,28218.0
47760.0,31.0,0.52,0.39,36676.0
42960.0,29.0,0.22,0.1,6310.0
77280.0,28.0,0.32,0.29,22476.0
56340.0,26.0,0.08,0.44,29664.0
41640.0,21.0,0.65,0.15,13260.0
46140.0,42.0,0.16,0.63,51976.0
32520.0,28.0,0.2,0.54,37800.0
37560.0,26.0,0.31,0.39,36964.0
49500.0,12.0,0.43,0.11,11408.0
52680.0,62.0,0.32,0.67,51822.0
21540.0,53.0,0.49,0.51,23184.0
46740.0,45.0,0.25,0.55,42231.0
28320.0,43.0,0.28,0.61,52489.0
40200.0,40.0,0.46,0.54,17515.0
32580.0,27.0,0.75,0.13,4938.0
51900.0,15.0,0.59,0.12,7398.0
37680.0,11.0,0.45,0.25,12208.0
33840.0,41.0,0.18,0.8,56540.0
41520.0,40.0,0.42,0.52,41638.0
44520.0,34.0,0.11,0.63,50218.0
50640.0,25.0,0.09,0.49,38526.0
32640.0,23.0,0.46,0.36,32884.0
37320.0,19.0,0.53,0.21,17990.0
38880.0,17.0,0.33,0.17,22282.0
28800.0,6.0,0.36,0.13,10424.0
47760.0,5.0,0.16,0.12,10488.0
30840.0,56.0,0.18,0.7,56116.0
52620.0,34.0,0.14,0.55,47262.0
38340.0,14.0,0.38,0.11,8159.0
36420.0,5.0,0.42,0.04,4126.0
30180.0,117.0,0.17,0.83,66468.0
20940.0,57.0,0.75,0.25,12664.0
29400.0,37.0,0.22,0.69,61875.0
65100.0,15.0,0.03,0.27,20178.0
54180.0,133.0,0.26,0.74,35388.0
55260.0,48.0,0.02,0.69,29252.0
2280.0,36.0,0.02,0.98,11454.0
38640.0,35.0,0.19,0.59,51284.0
31560.0,29.0,0.21,0.39,23662.0
65520.0,15.0,0.11,0.33,25720.0
76140.0,59.0,0.21,0.69,43108.0
45480.0,56.0,0.2,0.74,60872.0
70440.0,18.0,0.02,0.47,41376.0
13200.0,13.0,0.76,0.07,7180.0
54780.0,8.0,0.33,0.12,12444.0
53340.0,8.0,0.19,0.11,11272.0
52920.0,3.0,0.14,0.05,4868.0
34500.0,40.0,0.27,0.55,26245.0
61980.0,34.0,0.28,0.59,46386.0
57300.0,52.0,0.1,0.88,65808.0
40020.0,32.0,0.15,0.64,53260.0
29220.0,30.0,0.33,0.49,18000.0
25260.0,24.0,0.23,0.39,29124.0
60900.0,4.0,0.63,0.03,3084.0
60720.0,0.0,0.63,0.0,288.0
47160.0,44.0,0.15,0.56,41504.0
32940.0,39.0,0.16,0.57,22708.0
53760.0,31.0,0.08,0.64,47616.0
52080.0,18.0,0.16,0.65,53360.0
32100.0,10.0,0.25,0.25,21152.0
51600.0,52.0,0.19,0.59,42280.0
64080.0,29.0,0.3,0.5,41116.0
32160.0,20.0,0.46,0.31,29656.0
75120.0,11.0,0.48,0.18,13068.0
64080.0,59.0,0.69,0.28,30668.0
21780.0,43.0,0.27,0.53,41318.0
37020.0,33.0,0.16,0.57,65383.0
54960.0,26.0,0.19,0.6,7404.0
49200.0,17.0,0.65,0.15,14146.0
63360.0,18.0,0.06,0.48,35146.0
47280.0,17.0,0.33,0.21,16079.0
56220.0,36.0,0.5,0.22,17284.0
29100.0,76.0,0.42,0.47,21088.0
61080.0,66.0,0.24,0.63,20248.0
47280.0,42.0,0.02,0.98,11768.0
53460.0,42.0,0.19,0.58,43296.0
59700.0,33.0,0.31,0.49,44056.0
63360.0,33.0,0.33,0.33,24848.0
42180.0,26.0,0.11,0.59,18334.0
33840.0,22.0,0.4,0.3,28112.0
22800.0,20.0,0.14,0.18,14130.0
76440.0,11.0,0.65,0.27,15416.0
43920.0,50.0,0.1,0.82,69587.0
35280.0,33.0,0.14,0.67,52873.0
25140.0,20.0,0.24,0.36,32265.0
62640.0,11.0,0.49,0.11,9819.0
63480.0,10.0,0.12,0.12,11597.0
72660.0,124.0,0.65,0.22,20078.0
57480.0,53.0,0.26,0.73,30524.0
44460.0,29.0,0.69,0.13,10506.0
25140.0,27.0,0.42,0.14,5938.0
64680.0,22.0,0.11,0.3,27884.0
58440.0,20.0,0.14,0.29,24138.0
63540.0,19.0,0.31,0.38,21959.0
55560.0,17.0,0.16,0.43,36054.0
28860.0,31.0,0.67,0.29,31150.0
42420.0,53.0,0.12,0.73,59478.0
62460.0,53.0,0.42,0.52,48251.0
30840.0,45.0,0.34,0.66,45039.0
29340.0,34.0,0.58,0.35,32082.0
71880.0,28.0,0.52,0.26,25632.0
56340.0,23.0,0.4,0.27,11650.0
25740.0,13.0,0.42,0.21,15032.0
55560.0,13.0,0.24,0.08,8253.0
57960.0,12.0,0.62,0.08,7764.0
24600.0,25.0,0.19,0.45,40195.0
52380.0,65.0,0.27,0.58,19704.0
39840.0,59.0,0.18,0.62,43264.0
37620.0,59.0,0.73,0.27,12292.0
30180.0,58.0,0.23,0.69,60560.0
14280.0,43.0,0.23,0.5,37888.0
49260.0,42.0,0.29,0.64,52480.0
70920.0,36.0,0.27,0.53,24624.0
31080.0,36.0,0.6,0.31,19336.0
33540.0,36.0,0.76,0.24,8412.0
44040.0,26.0,0.12,0.4,31440.0
58500.0,24.0,0.32,0.48,37632.0
28980.0,17.0,0.69,0.1,4488.0
60060.0,13.0,0.28,0.17,5692.0
62580.0,9.0,0.57,0.31,7468.0
30240.0,4.0,0.78,0.02,2196.0
55980.0,52.0,0.29,0.69,55902.0
46740.0,45.0,0.25,0.52,37824.0
52560.0,51.0,0.5,0.46,24664.0
54840.0,39.0,0.55,0.28,13972.0
56100.0,37.0,0.29,0.43,16412.0
52800.0,31.0,0.38,0.42,34330.0
25260.0,29.0,0.51,0.31,21706.0
64800.0,26.0,0.48,0.34,14642.0
40920.0,17.0,0.43,0.3,25098.0
67020.0,14.0,0.16,0.49,11880.0
25740.0,38.0,0.17,0.73,59604.0
59940.0,50.0,0.23,0.66,63314.0
22500.0,37.0,0.3,0.5,42728.0
63600.0,31.0,0.09,0.8,73418.0
64740.0,30.0,0.19,0.37,11450.0
32700.0,45.0,0.1,0.47,34552.0
23820.0,31.0,0.12,0.74,66400.0
36480.0,94.0,0.46,0.53,52876.0
42960.0,60.0,0.45,0.55,43700.0
43920.0,55.0,0.53,0.37,12726.0
59820.0,47.0,0.03,0.84,10220.0
55920.0,46.0,0.24,0.34,10336.0
61560.0,14.0,0.52,0.14,13042.0
61380.0,55.0,0.26,0.74,68764.0
53700.0,45.0,0.13,0.78,70215.0
46920.0,36.0,0.22,0.65,57746.0
34260.0,29.0,0.56,0.36,33917.0
51720.0,27.0,0.28,0.38,34046.0
28380.0,27.0,0.7,0.26,25836.0
50340.0,26.0,0.81,0.15,16694.0
45480.0,23.0,0.44,0.34,33819.0
29940.0,18.0,0.59,0.23,21438.0
49560.0,11.0,0.29,0.17,16582.0
22740.0,5.0,0.77,0.04,4268.0
56520.0,68.0,0.3,0.7,59865.0
47280.0,62.0,0.6,0.4,34853.0
31800.0,59.0,0.41,0.59,48896.0
41340.0,45.0,0.31,0.53,20766.0
53040.0,14.0,0.27,0.33,28601.0
27960.0,91.0,0.22,0.78,54726.0
48420.0,82.0,0.15,0.85,34340.0
73920.0,58.0,0.23,0.61,44804.0
59940.0,53.0,0.47,0.52,34172.0
19620.0,39.0,0.7,0.26,25478.0
33000.0,36.0,0.68,0.21,22616.0
19260.0,5.0,0.09,0.08,8304.0
26280.0,24.0,0.26,0.42,44680.0
30120.0,1.0,0.13,0.01,704.0
31320.0,0.0,0.19,0.0,303.0
64380.0,52.0,0.02,0.96,55967.0
53700.0,42.0,0.54,0.42,18983.0
38280.0,24.0,0.11,0.69,37562.0
58320.0,10.0,0.43,0.22,14203.0
40260.0,60.0,0.49,0.51,28604.0
51240.0,47.0,0.06,0.89,69668.0
54000.0,40.0,0.28,0.52,46376.0
32100.0,37.0,0.14,0.66,52808.0
42900.0,34.0,0.27,0.53,42338.0
64860.0,26.0,0.18,0.65,52172.0
55260.0,14.0,0.39,0.19,16400.0
50820.0,35.0,0.45,0.33,10602.0
60600.0,33.0,0.74,0.25,9047.0
71280.0,25.0,0.44,0.47,31200.0
64560.0,45.0,0.28,0.52,41071.0
62760.0,16.0,0.37,0.14,12535.0
44400.0,42.0,0.23,0.67,52889.0
75660.0,37.0,0.36,0.44,29714.0
39360.0,33.0,0.03,0.8,56060.0
60240.0,31.0,0.32,0.27,12221.0
57300.0,17.0,0.4,0.24,20590.0
27480.0,16.0,0.17,0.26,20690.0
53460.0,13.0,0.18,0.33,25815.0
48540.0,12.0,0.62,0.14,4311.0
48360.0,18.0,0.61,0.1,10047.0
62640.0,47.0,0.16,0.64,53644.0
36720.0,45.0,0.23,0.68,43026.0
66300.0,43.0,0.66,0.22,15880.0
49500.0,33.0,0.47,0.33,20346.0
49680.0,31.0,0.52,0.3,24460.0
25620.0,23.0,0.28,0.32,12476.0
77940.0,21.0,0.31,0.34,25320.0
51540.0,18.0,0.18,0.27,15084.0
65820.0,16.0,0.16,0.27,22458.0
61560.0,10.0,0.24,0.16,14168.0
47160.0,46.0,0.18,0.78,75842.0
70380.0,40.0,0.34,0.46,32816.0
50100.0,36.0,0.4,0.57,49412.0
55140.0,24.0,0.17,0.31,25444.0
36600.0,21.0,0.36,0.26,14240.0
62460.0,15.0,0.44,0.17,15082.0
73140.0,8.0,0.81,0.04,3445.0
72960.0,1.0,0.79,0.02,688.0
56940.0,61.0,0.22,0.59,27766.0
21900.0,29.0,0.17,0.66,59568.0
28800.0,29.0,0.66,0.16,15127.0
25440.0,33.0,0.69,0.22,22224.0
53160.0,11.0,0.06,0.27,23112.0
61440.0,66.0,0.16,0.84,64654.0
30960.0,64.0,0.42,0.58,34724.0
69720.0,49.0,0.36,0.64,51672.0
24300.0,46.0,0.48,0.52,43562.0
52560.0,45.0,0.74,0.26,18742.0
38460.0,42.0,0.06,0.8,51494.0
41640.0,27.0,0.62,0.14,13632.0
67620.0,24.0,0.29,0.32,25718.0
54060.0,26.0,0.26,0.47,40696.0
40320.0,20.0,0.02,0.63,17250.0
60180.0,13.0,0.69,0.07,5154.0
40200.0,47.0,0.37,0.63,49744.0
59700.0,35.0,0.52,0.31,23048.0
39180.0,30.0,0.21,0.79,12236.0
62340.0,29.0,0.25,0.36,22234.0
49860.0,27.0,0.3,0.5,42224.0
37380.0,21.0,0.23,0.47,39466.0
53880.0,18.0,0.13,0.27,8004.0
64260.0,13.0,0.35,0.2,6894.0
37260.0,50.0,0.13,0.71,60552.0
54120.0,44.0,0.7,0.3,27766.0
34440.0,36.0,0.42,0.31,12408.0
52800.0,21.0,0.52,0.18,16126.0
31080.0,10.0,0.26,0.16,12812.0
59040.0,37.0,0.1,0.73,60039.0
76980.0,36.0,0.1,0.71,58580.0
68100.0,10.0,0.48,0.08,6084.0
26340.0,47.0,0.48,0.33,14688.0
35280.0,45.0,0.35,0.58,46320.0
54900.0,42.0,0.18,0.62,45092.0
28920.0,42.0,0.46,0.49,40324.0
75780.0,37.0,0.55,0.37,31896.0
51480.0,30.0,0.72,0.21,19092.0
50580.0,24.0,0.54,0.01,908.0
21480.0,15.0,0.38,0.21,18392.0
45720.0,13.0,0.76,0.08,7292.0
73500.0,7.0,0.49,0.1,7984.0
39300.0,42.0,0.29,0.51,20820.0
29400.0,40.0,0.57,0.34,28276.0
41220.0,34.0,0.08,0.32,19768.0
61980.0,32.0,0.13,0.43,12936.0
56700.0,30.0,0.26,0.48,19980.0
31980.0,27.0,0.39,0.43,37152.0
26940.0,27.0,0.02,0.98,21004.0
60360.0,26.0,0.56,0.15,14776.0
44220.0,23.0,0.2,0.3,24452.0
63060.0,21.0,0.11,0.29,8820.0
73560.0,13.0,0.3,0.07,5332.0
61440.0,11.0,0.16,0.11,8684.0
23040.0,63.0,0.26,0.74,56940.0
2400.0,42.0,0.13,0.87,53192.0
65280.0,41.0,0.22,0.58,30296.0
41940.0,38.0,0.37,0.52,42944.0
52260.0,37.0,0.3,0.5,24928.0
52740.0,36.0,0.53,0.31,20672.0
67020.0,33.0,0.19,0.46,35476.0
58860.0,26.0,0.34,0.37,33268.0
42540.0,12.0,0.29,0.12,8352.0
61620.0,9.0,0.07,0.07,4568.0
61020.0,72.0,0.34,0.66,54535.0
56520.0,39.0,0.24,0.61,51592.0
46440.0,24.0,0.27,0.39,22077.0
28740.0,55.0,0.37,0.58,30860.0
24960.0,45.0,0.16,0.73,58038.0
53700.0,35.0,0.33,0.47,38950.0
60540.0,11.0,0.19,0.11,4037.0
25260.0,46.0,0.25,0.48,45120.0
34680.0,29.0,0.09,0.53,31832.0
41520.0,62.0,0.06,0.94,49680.0
51300.0,17.0,0.46,0.17,15176.0
43380.0,39.0,0.06,0.77,63420.0
33840.0,24.0,0.18,0.3,22470.0
27420.0,20.0,0.44,0.38,35046.0
40260.0,43.0,0.57,0.3,24067.0
46140.0,21.0,0.22,0.37,34145.0
50340.0,20.0,0.48,0.29,25780.0
41700.0,36.0,0.79,0.15,16825.0
29940.0,72.0,0.46,0.54,51556.0
47820.0,50.0,0.28,0.7,62792.0
64020.0,14.0,0.27,0.27,15036.0
50580.0,18.0,0.17,0.26,21060.0
51900.0,7.0,0.43,0.11,9022.0
63600.0,60.0,0.37,0.63,49176.0
38940.0,56.0,0.23,0.68,49188.0
53460.0,47.0,0.05,0.84,70216.0
73620.0,47.0,0.32,0.68,22332.0
67260.0,44.0,0.5,0.49,19332.0
42360.0,34.0,0.56,0.19,14272.0
26640.0,15.0,0.2,0.21,18796.0
65820.0,13.0,0.66,0.09,7272.0
75300.0,10.0,0.2,0.13,8660.0
61920.0,7.0,0.04,0.23,19712.0
76680.0,18.0,0.14,0.37,27824.0
45060.0,12.0,0.18,0.23,17445.0
50160.0,47.0,0.31,0.55,23989.0
65640.0,39.0,0.08,0.67,29176.0
33600.0,20.0,0.06,0.49,9070.0
34440.0,20.0,0.52,0.18,13381.0
57240.0,11.0,0.14,0.26,6243.0
46860.0,42.0,0.68,0.21,16734.0
36000.0,25.0,0.69,0.14,12353.0
45240.0,21.0,0.38,0.25,17531.0
60360.0,11.0,0.36,0.19,15790.0
56820.0,60.0,0.16,0.65,46486.0
54780.0,52.0,0.2,0.77,62672.0
49140.0,47.0,0.15,0.71,33948.0
47820.0,43.0,0.55,0.31,22270.0
58740.0,36.0,0.28,0.41,33238.0
64440.0,33.0,0.29,0.63,57030.0
22620.0,26.0,0.26,0.35,16538.0
40560.0,26.0,0.16,0.57,47666.0
67380.0,164.0,0.58,0.42,24568.0
46560.0,69.0,0.1,0.89,81760.0
42000.0,66.0,0.17,0.64,30920.0
55440.0,60.0,0.13,0.74,55400.0
28380.0,60.0,0.24,0.76,46024.0
67080.0,56.0,0.05,0.9,81376.0
40440.0,55.0,0.57,0.37,34856.0
27960.0,46.0,0.1,0.67,20952.0
22140.0,42.0,0.36,0.38,24640.0
36660.0,42.0,0.1,0.82,10288.0
31320.0,37.0,0.37,0.48,36768.0
45300.0,30.0,0.73,0.26,11072.0
73080.0,30.0,0.13,0.61,36432.0
40200.0,25.0,0.62,0.17,12912.0
70620.0,23.0,0.69,0.18,17472.0
50280.0,23.0,0.09,0.26,16776.0
85620.0,21.0,0.79,0.19,15264.0
44280.0,15.0,0.11,0.3,18032.0
62700.0,14.0,0.19,0.3,21560.0
61200.0,61.0,0.36,0.61,54344.0
47400.0,53.0,0.52,0.39,18608.0
64980.0,53.0,0.21,0.69,60492.0
18720.0,45.0,0.33,0.58,42548.0
24900.0,42.0,0.1,0.7,42924.0
60060.0,40.0,0.62,0.38,37340.0
36540.0,31.0,0.64,0.25,22440.0
16620.0,23.0,0.7,0.19,19556.0
57720.0,21.0,0.16,0.41,32780.0
53940.0,17.0,0.48,0.18,15544.0
50940.0,17.0,0.45,0.2,13184.0
46920.0,15.0,0.44,0.15,12836.0
45840.0,7.0,0.1,0.09,2880.0
29100.0,5.0,0.53,0.01,1884.0
30420.0,50.0,0.44,0.55,38836.0
33840.0,36.0,0.81,0.15,9200.0
38280.0,28.0,0.47,0.26,11406.0
60420.0,26.0,0.15,0.41,31423.0
43080.0,22.0,0.32,0.6,16708.0
60300.0,10.0,0.61,0.11,8188.0
38760.0,69.0,0.35,0.65,50524.0
37800.0,65.0,0.33,0.62,29700.0
42000.0,59.0,0.56,0.44,29380.0
63660.0,55.0,0.1,0.78,68700.0
70980.0,52.0,0.14,0.74,62140.0
58980.0,50.0,0.09,0.71,68544.0
65940.0,46.0,0.1,0.62,50080.0
29340.0,46.0,0.39,0.51,43812.0
23040.0,42.0,0.79,0.21,19904.0
43200.0,33.0,0.28,0.33,18504.0
55980.0,23.0,0.07,0.56,42776.0
33360.0,17.0,0.29,0.24,20288.0
37440.0,14.0,0.72,0.08,8428.0
64440.0,14.0,0.15,0.41,7052.0
70380.0,2.0,0.07,0.05,3320.0
42960.0,71.0,0.6,0.4,17372.0
28440.0,59.0,0.11,0.86,73136.0
38520.0,45.0,0.32,0.54,41508.0
66600.0,34.0,0.15,0.76,69290.0
57840.0,33.0,0.25,0.66,55238.0
53040.0,21.0,0.1,0.66,10366.0
56400.0,17.0,0.49,0.21,9218.0
42000.0,17.0,0.27,0.3,25494.0
55980.0,1.0,0.47,0.02,678.0
57360.0,74.0,0.57,0.42,14048.0
43320.0,59.0,0.37,0.4,13024.0
54360.0,24.0,0.33,0.34,19720.0
72180.0,23.0,0.21,0.32,24608.0
47220.0,20.0,0.2,0.41,23360.0
54720.0,11.0,0.54,0.26,9125.0
31800.0,76.0,0.75,0.25,21796.0
47880.0,66.0,0.36,0.64,45552.0
67680.0,52.0,0.38,0.45,34380.0
53280.0,37.0,0.22,0.58,54348.0
57600.0,34.0,0.11,0.47,37944.0
59700.0,27.0,0.08,0.59,47496.0
